DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2003,12.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2004,12.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2005,12.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2006,12.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2007,12.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2008,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2009,12.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2010,12.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2011,12.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2012,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2013,9.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2014,8.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2015,9.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2016,8.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2017,8.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2018,8.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2019,8.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2020,8.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2021,7.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,FR,2022,7.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2002,8.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2003,7.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2004,5.4,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2005,5.1,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2006,4.7,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2007,4.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2008,4.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2009,5.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2010,5.2,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2011,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2012,5.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2013,4.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2014,2.8,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2015,2.8,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2016,2.8,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2017,3.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2018,3.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2019,3.0,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2020,2.2,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2021,2.4,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HR,2022,2.3,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2000,13.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2001,13.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2002,12.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2003,12.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2004,12.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2005,12.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2006,12.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2007,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2008,11.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2009,11.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2010,10.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2011,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2012,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2013,11.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2014,11.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2015,11.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2016,12.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2017,12.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2018,12.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2019,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2020,12.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2021,12.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,HU,2022,12.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2002,14.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2003,13.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2004,13.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2005,12.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2006,12.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2007,12.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2008,11.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2009,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2010,11.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2011,11.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2012,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2013,8.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2014,6.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2015,6.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2016,6.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2017,5.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2018,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2019,5.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2020,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2021,3.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IE,2022,3.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2000,29.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2001,30.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2002,28.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2003,20.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2004,24.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2005,24.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2006,,u
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2007,23.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2008,24.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2009,21.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2010,22.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2011,19.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2012,20.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2013,20.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2014,19.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2015,18.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2016,19.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2017,17.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2018,21.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2019,17.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2020,14.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2021,14.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IS,2022,16.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2000,25.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2001,25.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2002,24.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2003,23.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2004,23.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2005,22.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2006,20.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2007,19.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2008,19.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2009,19.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2010,18.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2011,17.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2012,17.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2013,16.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2014,15.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2015,14.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2016,13.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2017,14.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2018,14.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2019,13.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2020,13.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2021,12.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,IT,2022,11.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2000,16.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2001,14.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2002,13.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2003,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2004,10.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2005,8.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2006,8.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2007,7.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2008,7.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2009,8.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2010,7.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2011,7.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2012,6.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2013,6.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2014,5.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2015,5.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2016,4.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2017,5.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2018,4.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2019,4.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2020,5.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2021,5.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LT,2022,4.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2000,16.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2001,18.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2002,17.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2003,12.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2004,12.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2005,13.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2006,14.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2007,12.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2008,13.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2009,7.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2010,7.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2011,6.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2012,8.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2013,6.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2014,6.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2015,9.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2016,5.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2017,7.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2018,6.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2019,7.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2020,8.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2021,9.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LU,2022,8.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2002,16.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2003,18.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2004,15.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2005,15.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2006,15.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2007,15.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2008,15.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2009,14.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2010,12.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2011,11.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2012,10.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2013,9.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2014,8.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2015,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2016,10.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2017,8.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2018,8.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2019,8.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2020,7.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2021,7.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,LV,2022,6.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2011,7.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2012,6.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2013,5.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2014,5.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2015,5.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2016,5.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2017,5.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2018,4.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2019,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,ME,2020,3.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2006,22.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2007,19.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2008,19.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2009,16.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2010,15.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2011,13.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2012,11.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2013,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2014,12.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2015,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2016,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2017,8.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2018,7.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2019,7.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MK,2020,5.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2000,54.2,d
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2001,54.4,d
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2002,53.2,d
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2003,49.9,d
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2004,42.1,d
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2005,33.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2006,32.2,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2007,30.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2008,27.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2009,25.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2010,21.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2011,18.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2012,18.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2013,17.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2014,17.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2015,16.3,
