SCUOLA_ANONIMO;CLASSE_ANONIMO;STUDENTE_ANONIMO;TIPO_SCUOLA;Grado;genere;mese;anno;luogo;regolarità;origine;luogo_padre;luogo_madre;voto_scritto_ita;voto_orale_ita;voto_scritto_mat;voto_orale_mat;voto_scritto_eng;voto_orale_eng;codice_orario;Cod_Reg;Areageo_5;WLE_ELI_200;LIVELLI_WLE_ELI;peso_studente;peso_classe;peso_scuola;ESCS_studente
1091;113;1460;4;13;2;7;4;4;1;9; ;4;12;6;12;7;12;8;3;3;1;253,726028863074;3;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1461;4;13;2;12;3;3;3;9; ;3;12;8;12;6;12;8;3;3;1;190,087093483901;2;16,1441441441441;3,83783783783784;4,20657276995305;-,325373885203233
1091;113;1462;4;13;2;11;3;1;3;1; ; ;12;7;12;7;12;7;3;3;1;153,085138528294;1;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1463;4;13;2;6;4;1;1;1;1;1;12;8;12;8;12;7;3;3;1;186,682468913893;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1464;4;13;1;1;4;1;1;3;3;3;12;7;12;7;12;4;3;3;1;174,056660188242;2;16,1441441441441;3,83783783783784;4,20657276995305;-,868655513517809
1091;113;1465;4;13;2;9;4;1;1;1;1;1;12;8;12;8;12;6;3;3;1;149,4780360388;1;16,1441441441441;3,83783783783784;4,20657276995305;-,185696666075344
1091;113;1466;4;13;2;8;3;1;3;1;1;1;12;6;12;7;12;3;3;3;1;159,501173444145;1;16,1441441441441;3,83783783783784;4,20657276995305;-1,6909438718026
1091;113;1467;4;13;2;9;3;1;3;1;1;1;12;5;12;7;12;6;3;3;1;177,024890223733;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1468;4;13;2;10;4;1;1;1;1;1;12;7;12;7;12;8;3;3;1;276,951027861178;3;16,1441441441441;3,83783783783784;4,20657276995305;,411934224525218
1091;113;1469;4;13;2;7;4;1;1;1;4;1;12;8;12;9;12;8;3;3;1;206,312879217611;2;16,1441441441441;3,83783783783784;4,20657276995305;,822575670662604
1091;113;1470;4;13;1;12;3;1;3;1;4;1;12;5;12;6;12;4;3;3;1;178,004978514488;2;16,1441441441441;3,83783783783784;4,20657276995305;-,604728323459012
1091;113;1471;4;13;2;11;3;1;3;1;3;1;12;6;12;7;12;6;3;3;1;134,568494205339;1;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1472;4;13;2;10;4;1;1;1;1;1;12;9;12;8;12;8;3;3;1;219,815489803698;3;16,1441441441441;3,83783783783784;4,20657276995305;-,503338599685825
1091;114;1473;4;13;2;12;4;1;1;1;1;1;12;8;12;7;12;7;3;3;1;179,332081222215;2;16,1441441441441;3,83783783783784;4,20657276995305;,833823093789977
1091;114;1474;4;13;2;1;5;1;1;1;1;1;12;8;12;9;12;7;3;3;1;163,916830879383;1;16,1441441441441;3,83783783783784;4,20657276995305;-,023524600692709
1091;114;1475;4;13;1;1;4;1;1;1; ; ;12;8;12;6;12;7;3;3;1;180,338468019766;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;114;1476;4;13;2;11;2;1;3;1;1;2;12;5;12;7;12;5;3;3;1;212,435173350351;2;16,1441441441441;3,83783783783784;4,20657276995305;-,023524600692709
1091;114;1477;4;13;1;9;4;1;1;1;1;1;12;7;12;7;12;7;3;3;1;157,827183493541;1;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;114;1478;4;13;1;5;3;1;3;1;1;1;12;8;12;9;12;8;3;3;1;207,718041532331;2;16,1441441441441;3,83783783783784;4,20657276995305;-,120752192013702
1091;114;1479;4;13;1;1;4;1;1;1;1;1;12;7;12;6;12;6;3;3;1;183,550668935267;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;114;1481;4;13;2;7;4;1;1;1;1;1;12;8;12;8;12;8;3;3;1;145,498892910298;1;16,1441441441441;3,83783783783784;4,20657276995305;,981890524164148
1091;114;1482;4;13;2;6;3;1;3;1;1;1;12;7;12;8;12;7;3;3;1;154,292845494151;1;16,1441441441441;3,83783783783784;4,20657276995305;,546431698946221
1091;114;1483;4;13;2;7;3;1;3;3;4;4;12;8;12;7;12;8;3;3;1;140,91525789573;1;16,1441441441441;3,83783783783784;4,20657276995305;-,212736738302673
1091;114;1484;4;13;1;9;4;1;1;1;1;1;12;7;12;7;12;5;3;3;1;182,058065981475;2;16,1441441441441;3,83783783783784;4,20657276995305;-,120752192013702
1091;114;1485;4;13;2;9;4;1;1;1;1;1;12;8;12;9;12;8;3;3;1;186,682468913893;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;114;1486;4;13;1;5;3;1;3;1;1;1;12;8;12;6;12;5;3;3;1;175,797135949186;2;16,1441441441441;3,83783783783784;4,20657276995305; 
1091;113;1487;4;13;2;12;4;1;1;1;4;1;12;8;12;6;12;8;3;3;1;247,865048797987;3;16,1441441441441;3,83783783783784;4,20657276995305;,25582983756307
1092;116;1488;2;13;1;8;4;1;1;1;1;1;12;6;12;7;12;4;4;3;1;177,024890223733;2;15,6458333333333;1,84375;8,48587570621469; 
1092;116;1489;2;13;2;2;5;1;1;1;1;1;12;8;12;7;12;8;4;3;1;280,61815251094;3;15,6458333333333;1,84375;8,48587570621469;,830965881908886
1092;115;1490;2;13;2;4;4;1;1;1;1;1;12;8;12;7;12;10;4;3;1;217,654361167114;3;15,6458333333333;1,84375;8,48587570621469;-,411354053396853
1092;115;1491;2;13;1;4;4;1;1;1;1;1;12;7;12;6;12;9;4;3;1;190,531591792663;2;15,6458333333333;1,84375;8,48587570621469;,965463356329889
1092;115;1492;2;13;2;3;4;1;1;1;1;1;12;8;12;10;12;10;4;3;1;192,776737773727;2;15,6458333333333;1,84375;8,48587570621469;-,0955543654295294
1092;115;1493;2;13;1;8;4;1;1;1;1;1;12;8;12;8;12;8;4;3;1;210,306180630057;2;15,6458333333333;1,84375;8,48587570621469;-,212736738302673
1092;116;1494;2;13;2;3;4;1;1;1;1;1;12;7;12;5;12;6;4;3;1;220,641017778222;3;15,6458333333333;1,84375;8,48587570621469;-1,36389676070791
1092;116;1495;2;13;2;7;4;1;1;1;1;1;12;6;12;6;12;6;4;3;1;177,024890223733;2;15,6458333333333;1,84375;8,48587570621469; 
1092;115;1496;2;13;2;9;4;1;1;1;1;3;12;9;12;9;12;10;4;3;1;258,033279934192;3;15,6458333333333;1,84375;8,48587570621469;,702536085908369
1092;115;1497;2;13;2;5;4;1;1;1;1;1;12;7;12;6;12;8;4;3;1;186,386698542526;2;15,6458333333333;1,84375;8,48587570621469;-,131999615141075
1092;115;1498;2;13;2;1;4;4;1;1;1;4;12;7;12;7;12;10;4;3;1;255,694949729673;3;15,6458333333333;1,84375;8,48587570621469;,776251218719925
1092;116;1499;2;13;2;8;4;1;1;1;1;1;12;6;12;7;12;7;4;3;1;196,818528855491;2;15,6458333333333;1,84375;8,48587570621469;,206294919080995
1092;115;1500;2;13;2;12;4;1;1;1;1;1;12;6;12;7;12;10;4;3;1;255,007865356792;3;15,6458333333333;1,84375;8,48587570621469;-,023524600692709
1092;116;1501;2;13;2;5;4;1;1;1;1;1;12;7;12;7;12;6;4;3;1;164,368664964056;1;15,6458333333333;1,84375;8,48587570621469;2,10216548906835
1092;115;1502;2;13;2;6;4;1;1;1;1;1;12;6;12;5;12;10;4;3;1;263,661408500529;3;15,6458333333333;1,84375;8,48587570621469;,267077260690442
1092;115;1503;2;13;1;7;4;1;1;1;1;1;12;7;12;6;12;7;4;3;1;196,593967039874;2;15,6458333333333;1,84375;8,48587570621469;,267077260690442
1092;115;1504;2;13;2;4;4;1;1;1;1;1;12;7;12;6;12;8;4;3;1;192,809650593977;2;15,6458333333333;1,84375;8,48587570621469; 
1092;115;1505;2;13;2;6;4;1;1;1;1;1;12;7;12;6;12;7;4;3;1;148,670400937167;1;15,6458333333333;1,84375;8,48587570621469;,546431698946221
1092;115;1506;2;13;2;7;4;1;1;1;1;1;12;8;12;6;12;10;4;3;1;275,016463468722;3;15,6458333333333;1,84375;8,48587570621469; 
1092;115;1507;2;13;2;12;4;1;1;1;1;1;12;7;12;8;12;8;4;3;1;189,752267763987;2;15,6458333333333;1,84375;8,48587570621469; 
1092;116;1508;2;13;2;2;4;1;1;1;1;1;12;7;12;7;12;7;4;3;1;247,865048797987;3;15,6458333333333;1,84375;8,48587570621469;,384259633563586
1092;116;1509;2;13;2;2;4;1;1;1;1;1;12;8;12;9;12;8;4;3;1;207,758930302521;2;15,6458333333333;1,84375;8,48587570621469;,819718458781513
1092;115;1510;2;13;2;1;4;1;1;1;1;1;12;7;12;7;12;10;4;3;1;276,55550576137;3;15,6458333333333;1,84375;8,48587570621469;,546431698946221
1092;116;1511;2;13;2;3;4;1;1;1;1;1;12;9;12;9;12;9;4;3;1;279,202307920852;3;15,6458333333333;1,84375;8,48587570621469;-,116656394434386
1092;116;1512;2;13;2;5;3;1;3;1;1;1;12;8;12;5;12;6;4;3;1;212,391537830262;2;15,6458333333333;1,84375;8,48587570621469;-,503338599685825
1092;116;1513;2;13;2;10;4;1;1;1;1;1;12;7;12;6;12;6;4;3;1;184,154482212555;2;15,6458333333333;1,84375;8,48587570621469; 
1092;115;1514;2;13;1;4;4;1;1;1;1;1;12;7;12;5;12;9;4;3;1;222,954125349247;3;15,6458333333333;1,84375;8,48587570621469;-1,30311441909846
1092;115;1515;2;13;1;1;5;1;1;1;1;1;12;8;12;7;12;8;4;3;1;249,564860903882;3;15,6458333333333;1,84375;8,48587570621469;1,16293342397136
1349;775;20344;3;13;1;1;4;1;1;1;1;1;8;8;8;8;7;7;3;15;4;178,448852932949;2;24,1416015625;1,953125;12,3605; 
552;117;1516;1;13;2;10;4;1;1;1;1;1;99;10;99;8;99;8;3;3;1;276,772568677668;3;10,1416666666667;1,3;7,80128205128205;-,116656394434386
552;117;1517;1;13;1;8;4;1;1;1;1;1;99;6;99;6;99;7;3;3;1;232,37582304928;3;10,1416666666667;1,3;7,80128205128205;1,69152404293097
552;117;1518;1;13;2;11;4;1;1;1;2;1;99;7;99;7;99;8;3;3;1;262,407676045732;3;10,1416666666667;1,3;7,80128205128205;,543221232406826
552;117;1519;1;13;1;1;4;1;1;1;4;1;99;7;99;7;99;6;3;3;1;210,840081225303;2;10,1416666666667;1,3;7,80128205128205; 
552;117;1520;1;13;2;8;4;1;1;1;1;1;99;6;99;7;99;6;3;3;1;162,167376912492;1;10,1416666666667;1,3;7,80128205128205; 
552;117;1521;1;13;2;11;4;1;1;1;1;3;99;7;99;6;99;7;3;3;1;275,016463468722;3;10,1416666666667;1,3;7,80128205128205;,442052482077171
552;117;1522;1;13;2;10;4;1;1;1;1;1;99;7;99;6;99;8;3;3;1;263,639385870095;3;10,1416666666667;1,3;7,80128205128205;,093657772180435
552;117;1523;1;13;2;3;5;1;1;1;1;1;99;8;99;5;99;8;3;3;1;266,881726630311;3;10,1416666666667;1,3;7,80128205128205;1,58196508135503
552;117;1524;1;13;2;10;4;1;1;1;1;1;99;7;99;7;99;7;3;3;1;263,874502826009;3;10,1416666666667;1,3;7,80128205128205;,162698043821393
552;117;1525;1;13;2;4;4;1;1;1;1;1;99;6;99;6;99;6;3;3;1;209,54044311324;2;10,1416666666667;1,3;7,80128205128205;,496896780464146
552;117;1526;1;13;2;1;4;1;1;1;1;1;99;8;99;6;99;8;3;3;1;277,165149996848;3;10,1416666666667;1,3;7,80128205128205;,0666176999531053
552;117;1527;1;13;2;3;4;1;1;1;1;1;99;9;99;7;99;8;3;3;1;241,885246999037;3;10,1416666666667;1,3;7,80128205128205;-,867655593880532
552;117;1528;1;13;1;11;4;1;1;1;1;1;99;6;99;6;99;6;3;3;1;202,809615546639;2;10,1416666666667;1,3;7,80128205128205;,531973809279453
552;117;1529;1;13;1;5;4;1;1;1;1;1;99;7;99;6;99;6;3;3;1;242,540912563766;3;10,1416666666667;1,3;7,80128205128205;-,604728323459012
552;117;1530;1;13;1;3;4;1;1;1;1;1;99;6;99;6;99;6;3;3;1;209,27151892296;2;10,1416666666667;1,3;7,80128205128205;-,686612694073316
552;117;1531;1;13;2;7;4;1;1;1;1;1;99;10;99;9;99;8;3;3;1;263,349808543424;3;10,1416666666667;1,3;7,80128205128205;,121332363142067
552;117;1532;1;13;1;9;4;1;1;1;1;1;99;7;99;5;99;8;3;3;1;241,993271588138;3;10,1416666666667;1,3;7,80128205128205;-1,07329489932475
552;117;1533;1;13;2;10;4;1;1;1;1;1;99;8;99;6;99;7;3;3;1;258,723628188273;3;10,1416666666667;1,3;7,80128205128205;,173945466948765
1091;113;1534;4;13;2;4;4;1;1;1;1;1;12;7;12;6;12;6;3;3;1;166,199921202123;1;16,1441441441441;3,83783783783784;4,20657276995305; 
552;118;1535;1;13;2;6;4;1;1;1;1;1;99;8;99;6;99;6;3;3;1;203,650327407326;2;10,1416666666667;1,3;7,80128205128205;1,11317753204576
552;118;1536;1;13;2;7;4;1;1;1;1;1;99;7;99;8;99;7;3;3;1;276,413304519239;3;10,1416666666667;1,3;7,80128205128205;1,11317753204576
552;118;1537;1;13;2;4;4;1;1;3;4;4;99;7;99;5;99;8;3;3;1;217,232860710552;3;10,1416666666667;1,3;7,80128205128205;-,411354053396853
552;118;1538;1;13;2;3;4;1;1;1;1;1;99;8;99;9;99;8;3;3;1;263,349808543424;3;10,1416666666667;1,3;7,80128205128205;,173945466948765
552;118;1539;1;13;2;12;4;1;1;1;1;1;99;7;99;9;99;7;3;3;1;254,807894667469;3;10,1416666666667;1,3;7,80128205128205;,384259633563586
552;118;1540;1;13;2;11;4;1;1;1;1;1;99;7;99;8;99;7;3;3;1;224,16581683994;3;10,1416666666667;1,3;7,80128205128205; 
552;118;1541;1;13;2;6;4;1;1;1;1;1;99;7;99;8;99;8;3;3;1;245,099341067004;3;10,1416666666667;1,3;7,80128205128205;1,11032032016466
552;118;1542;1;13;2;1;5;1;1;1;1;1;99;8;99;8;99;7;3;3;1;204,526653009401;2;10,1416666666667;1,3;7,80128205128205;-,604728323459012
1092;115;1543;2;13;1;8;4;1;1;1;1;1;12;7;12;5;12;8;4;3;1;209,554100733822;2;15,6458333333333;1,84375;8,48587570621469;1,16293342397136
552;118;1544;1;13;1;5;4;1;1;1;1;1;99;8;99;9;99;8;3;3;1;246,949704298675;3;10,1416666666667;1,3;7,80128205128205;2,10216548906835
552;118;1545;1;13;1;11;4;1;1;1;1;1;99;6;99;5;99;6;3;3;1;262,407676045732;3;10,1416666666667;1,3;7,80128205128205; 
552;118;1546;1;13;2;3;4;1;1;1;1;1;99;7;99;6;99;7;3;3;1;207,758930302521;2;10,1416666666667;1,3;7,80128205128205; 
552;118;1547;1;13;1;3;4;1;1;1;1;1;99;8;99;8;99;9;3;3;1;276,924730445122;3;10,1416666666667;1,3;7,80128205128205;1,16293342397136
552;118;1548;1;13;1;7;4;1;1;1;1;1;99;7;99;5;99;8;3;3;1;258,723628188273;3;10,1416666666667;1,3;7,80128205128205;-,116656394434386
552;118;1549;1;13;2;11;4;1;1;1;1;1;99;7;99;5;99;7;3;3;1;223,805534915759;3;10,1416666666667;1,3;7,80128205128205;-1,91080142587924
552;118;1550;1;13;2;12;3;2;3;1;1;2;99;7;99;6;99;7;3;3;1;198,751641362136;2;10,1416666666667;1,3;7,80128205128205; 
1092;116;1551;2;13;2;4;4;1;1;1;1;1;12;6;12;8;12;5;4;3;1;186,756663661983;2;15,6458333333333;1,84375;8,48587570621469;1,10193010891838
1093;119;1552;1;13;2;7;4;1;1;1;1;1;12;7;12;7;12;7;3;3;1;217,654361167114;3;15,7692307692308;1;15,7692307692308;,965463356329889
1093;119;1553;1;13;2;4;4;1;1;1;1;1;12;8;12;7;12;9;3;3;1;227,92322225583;3;15,7692307692308;1;15,7692307692308;1,45353528535451
1093;119;1554;1;13;1;8;4;1;1;1;1;1;12;6;12;5;12;6;3;3;1;216,261580019087;3;15,7692307692308;1;15,7692307692308;,0567630940756212
1093;119;1555;1;13;1;10;4;1;1;1;1;1;12;6;12;6;12;8;3;3;1;248,047147571858;3;15,7692307692308;1;15,7692307692308;1,53220918942942
1093;119;1556;1;13;2;4;4;1;1;1;1;1;12;8;12;9;12;9;3;3;1;276,951027861178;3;15,7692307692308;1;15,7692307692308;-,31412646207586
1093;119;1557;1;13;2;6;4;1;1;1;1;1;12;7;12;6;12;7;3;3;1;237,106321017746;3;15,7692307692308;1;15,7692307692308;,464547328331917
1093;119;1558;1;13;2;4;4;1;1;1;1;1;12;8;12;7;12;8;3;3;1;217,082146168987;3;15,7692307692308;1;15,7692307692308;1,03450362797085
1093;119;1559;1;13;1;9;4;1;1;1;1;1;12;7;12;6;12;7;3;3;1;214,310350821159;2;15,7692307692308;1;15,7692307692308;,755149189715068
1093;119;1560;1;13;1;1;4;1;1;1;2;1;12;6;12;4;12;7;3;3;1;210,840081225303;2;15,7692307692308;1;15,7692307692308; 
1093;119;1561;1;13;1;6;4;1;1;1;1;1;12;7;12;6;12;6;3;3;1;204,526653009401;2;15,7692307692308;1;15,7692307692308;-,212736738302673
1093;119;1562;1;13;2;1;5;1;1;1;1;1;12;8;12;8;12;9;3;3;1;276,208559118281;3;15,7692307692308;1;15,7692307692308;-,503338599685825
1093;119;1563;1;13;1;11;4;1;1;1;1;1;12;7;12;6;12;8;3;3;1;222,954125349247;3;15,7692307692308;1;15,7692307692308;1,8115636276852
1093;119;1564;1;13;1;4;4;1;1;1;1;1;12;8;12;5;12;8;3;3;1;256,482523981835;3;15,7692307692308;1;15,7692307692308;-,0843069423021568
1093;119;1565;1;13;2;10;4;1;1;3;4;4;12;6;12;6;12;8;3;3;1;241,294486448758;3;15,7692307692308;1;15,7692307692308;,411934224525218
1093;119;1566;1;13;2;7;4;1;1;1;1;1;12;8;12;6;12;7;3;3;1;223,257583880409;3;15,7692307692308;1;15,7692307692308;1,81995383893148
1093;119;1567;1;13;1;4;3;1;3;1;1;1;12;6;12;4;12;7;3;3;1;203,126625611157;2;15,7692307692308;1;15,7692307692308;1,10514057545778
1093;119;1568;1;13;1;7;4;1;1;1;1;1;12;6;12;7;12;8;3;3;1;217,232860710552;3;15,7692307692308;1;15,7692307692308;1,11032032016466
1093;119;1569;1;13;2;1;4;1;1;1;1;1;12;8;12;8;12;9;3;3;1;276,55550576137;3;15,7692307692308;1;15,7692307692308;1,25606521771304
1093;119;1570;1;13;2;4;4;1;1;1;1;1;12;8;12;5;12;7;3;3;1;262,407676045732;3;15,7692307692308;1;15,7692307692308; 
1093;119;1571;1;13;2;6;4;1;1;1;1;1;12;7;12;5;12;9;3;3;1;235,088809150543;3;15,7692307692308;1;15,7692307692308;,581729701205061
1093;119;1572;1;13;2;8;4;1;1;1;1;1;12;9;12;9;12;9;3;3;1;226,15909315133;3;15,7692307692308;1;15,7692307692308;1,40092218154782
1093;119;1573;1;13;2;11;4;1;1;1;1;1;12;7;12;5;12;8;3;3;1;209,554100733822;2;15,7692307692308;1;15,7692307692308;,464547328331917
1093;119;1574;1;13;1;12;4;1;1;1;1;1;12;7;12;8;12;8;3;3;1;224,347872989546;3;15,7692307692308;1;15,7692307692308;1,45353528535451
1093;119;1575;1;13;2;10;4;1;1;1;1;1;12;9;12;9;12;9;3;3;1;276,55550576137;3;15,7692307692308;1;15,7692307692308;,546431698946221
1093;119;1576;1;13;2;6;4;1;1;1;1;1;12;7;12;8;12;9;3;3;1;276,924730445122;3;15,7692307692308;1;15,7692307692308;-,023524600692709
1093;119;1577;1;13;2;2;4;1;1;1;1;1;12;8;12;7;12;8;3;3;1;227,344988142308;3;15,7692307692308;1;15,7692307692308;-,023524600692709
1093;120;1578;1;13;2;12;4;1;1;1;1;1;12;7;12;9;12;8;3;3;1;276,54974859155;3;7,24404761904762;1,32142857142857;5,48198198198198;,104905195307808
1093;120;1579;1;13;2;1;5;1;1;1;1;1;12;6;12;5;12;5;3;3;1;222,507307661524;3;7,24404761904762;1,32142857142857;5,48198198198198;,132579786269439
1093;120;1580;1;13;2;7;4;1;1;1;1;1;12;6;12;8;12;5;3;3;1;255,694949729673;3;7,24404761904762;1,32142857142857;5,48198198198198;-1,04207500202782
1093;120;1581;1;13;2;4;4;1;1;1;1;1;12;7;12;9;12;8;3;3;1;275,016460139648;3;7,24404761904762;1,32142857142857;5,48198198198198; 
1093;120;1582;1;13;2;6;4;1;1;1;1;2;12;6;12;7;12;9;3;3;1;276,951027861178;3;7,24404761904762;1,32142857142857;5,48198198198198;,0666176999531053
1093;120;1583;1;13;2;4;4;1;1;1;1;1;12;7;12;7;12;7;3;3;1;243,774464248722;3;7,24404761904762;1,32142857142857;5,48198198198198;,25582983756307
1093;120;1584;1;13;1;2;4;1;1;1;1;1;12;5;12;6;12;5;3;3;1;245,687501525736;3;7,24404761904762;1,32142857142857;5,48198198198198;-,023524600692709
1093;120;1585;1;13;2;1;5;1;1;1;1;1;12;7;12;8;12;7;3;3;1;241,885246999037;3;7,24404761904762;1,32142857142857;5,48198198198198;,702536085908369
1093;120;1586;1;13;1;2;5;1;1;1;1;1;12;9;12;9;12;9;3;3;1;250,883864197334;3;7,24404761904762;1,32142857142857;5,48198198198198;-,407258255817538
1093;120;1587;1;13;2;6;4;1;1;1;1;1;12;6;12;6;12;5;3;3;1;217,244497309646;3;7,24404761904762;1,32142857142857;5,48198198198198; 
1093;120;1588;1;13;2;4;4;1;1;1;1;1;12;6;12;7;12;5;3;3;1;204,526653009401;2;7,24404761904762;1,32142857142857;5,48198198198198;-,524440628690682
1093;120;1589;1;13;2;9;4;1;1;1;1;1;12;7;12;6;12;8;3;3;1;275,016463468722;3;7,24404761904762;1,32142857142857;5,48198198198198;1,82281105081257
1093;120;1590;1;13;2;5;4;4;1;2;4;4;12;5;12;7;12;6;3;3;1;209,929627939281;2;7,24404761904762;1,32142857142857;5,48198198198198;-1,32959770311293
1093;120;1591;1;13;2;2;4;1;1;1;1;1;12;7;12;8;12;7;3;3;1;255,00798427345;3;7,24404761904762;1,32142857142857;5,48198198198198;1,40092218154782
1093;120;1592;1;13;2;7;4;1;1;1;1;1;12;9;12;9;12;9;3;3;1;279,202307920852;3;7,24404761904762;1,32142857142857;5,48198198198198;,173945466948765
1093;120;1593;1;13;2;9;4;1;1;1;1;1;12;7;12;6;12;6;3;3;1;216,191174103142;3;7,24404761904762;1,32142857142857;5,48198198198198;,993137947291521
1093;120;1594;1;13;2;8;4;1;1;1;1;1;12;8;12;8;12;7;3;3;1;217,082146168987;3;7,24404761904762;1,32142857142857;5,48198198198198;,822575670662604
1093;120;1595;1;13;2;2;4;1;1;1;1;1;12;7;12;6;12;7;3;3;1;216,261580019087;3;7,24404761904762;1,32142857142857;5,48198198198198;1,38449501371356
1093;120;1596;1;13;2;1;4;1;1;1;1;1;12;6;12;6;12;5;3;3;1;228,762385654595;3;7,24404761904762;1,32142857142857;5,48198198198198;-,793940461068976
1093;120;1597;1;13;2;1;4;1;1;1;1;1;12;8;12;8;12;8;3;3;1;201,326048818429;2;7,24404761904762;1,32142857142857;5,48198198198198;1,37003712404679
1093;120;1598;1;13;2;12;3;1;3;1;1;1;12;6;12;6;12;6;3;3;1;245,099341067004;3;7,24404761904762;1,32142857142857;5,48198198198198;1,24160732804627
1093;120;1599;1;13;2;4;4;1;1;3;2;2;12;6;12;5;12;6;3;3;1;276,496569882492;3;7,24404761904762;1,32142857142857;5,48198198198198;,173945466948765
1093;120;1600;1;13;2;9;4;3;1;2;3;2;12;6;12;8;12;7;3;3;1;235,088809150543;3;7,24404761904762;1,32142857142857;5,48198198198198;-1,30311441909846
1093;120;1601;1;13;1;2;3;4;3;1;1;4;12;6;12;7;12;6;3;3;1;247,895471342485;3;7,24404761904762;1,32142857142857;5,48198198198198;-,573526118779488
1093;120;1602;1;13;2;7;4;1;1;1;1;1;12;8;12;7;12;6;3;3;1;250,883864197334;3;7,24404761904762;1,32142857142857;5,48198198198198;,868235765008896
1093;120;1603;1;13;1;3;4;1;1;1;1;1;12;7;12;8;12;8;3;3;1;262,407676045732;3;7,24404761904762;1,32142857142857;5,48198198198198;-1,44985923628411
1093;121;1604;1;13;2;5;4;1;1;1;1;1;12;6;12;9;12;8;3;3;1;230,030523719445;3;7,24404761904762;1,32142857142857;5,48198198198198;1,40377939342891
1093;121;1605;1;13;1;11;4;1;1;1;1;1;12;6;12;6;12;9;3;3;1;279,760891692973;3;7,24404761904762;1,32142857142857;5,48198198198198;,173945466948765
1093;121;1606;1;13;2;10;4;1;1;1;1;1;12;7;12;9;12;8;3;3;1;232,37582304928;3;7,24404761904762;1,32142857142857;5,48198198198198;,755149189715068
1093;121;1607;1;13;2;6;4;1;1;1;1;1;12;7;12;7;12;7;3;3;1;219,658355463093;3;7,24404761904762;1,32142857142857;5,48198198198198;,173945466948765
1093;121;1608;1;13;1;5;4;4;1;1;1;4;12;6;12;7;12;7;3;3;1;253,726028863074;3;7,24404761904762;1,32142857142857;5,48198198198198;,291127839821909
1093;121;1609;1;13;1;12;4;1;1;1;1;4;12;6;12;8;12;7;3;3;1;241,564750753745;3;7,24404761904762;1,32142857142857;5,48198198198198;-,503338599685825
1093;121;1610;1;13;2;12;4;1;1;1;1;1;12;6;12;7;12;6;3;3;1;151,812444874483;1;7,24404761904762;1,32142857142857;5,48198198198198;,787498641847297
1093;121;1611;1;13;2;7;4;1;1;1;1;1;12;6;12;8;12;8;3;3;1;263,639385870095;3;7,24404761904762;1,32142857142857;5,48198198198198;-,212736738302673
1093;121;1612;1;13;2;7;4;1;1;1;1;1;12;6;12;9;12;7;3;3;1;207,502660549029;2;7,24404761904762;1,32142857142857;5,48198198198198;-,169269498241085
1093;121;1613;1;13;2;7;4;1;1;1;1;1;12;7;12;7;12;8;3;3;1;276,951027861178;3;7,24404761904762;1,32142857142857;5,48198198198198;,121332363142067
1093;121;1614;1;13;2;6;4;1;1;1;1;1;12;6;12;7;12;7;3;3;1;251,644804465428;3;7,24404761904762;1,32142857142857;5,48198198198198;,411934224525218
1093;121;1615;1;13;2;2;4;1;1;1;1;1;12;5;12;8;12;6;3;3;1;209,554100733822;2;7,24404761904762;1,32142857142857;5,48198198198198;-,690708491652632
1093;121;1616;1;13;2;3;4;1;1;1;1;1;12;8;12;9;12;9;3;3;1;275,016463468722;3;7,24404761904762;1,32142857142857;5,48198198198198;2,10216548906835
1093;121;1617;1;13;2;6;4;1;1;1;1;1;12;6;12;8;12;5;3;3;1;173,58524173879;2;7,24404761904762;1,32142857142857;5,48198198198198; 
1093;121;1618;1;13;2;12;4;1;1;1;1;1;12;7;12;9;12;9;3;3;1;247,895471342485;3;7,24404761904762;1,32142857142857;5,48198198198198;-,023524600692709
1093;121;1619;1;13;2;1;4;1;1;1;1;1;12;6;12;9;12;6;3;3;1;210,306180630057;2;7,24404761904762;1,32142857142857;5,48198198198198;-,701955914780005
1093;121;1620;1;13;1;7;4;1;1;1;1;1;12;7;12;7;12;8;3;3;1;248,047147571858;3;7,24404761904762;1,32142857142857;5,48198198198198;-,867655593880532
1093;121;1621;1;13;2;11;4;1;1;1;1;1;12;7;12;6;12;8;3;3;1;209,27151892296;2;7,24404761904762;1,32142857142857;5,48198198198198;-,604728323459012
1093;121;1622;1;13;2;10;4;1;1;1;1;1;12;9;12;10;12;9;3;3;1;280,417773399488;3;7,24404761904762;1,32142857142857;5,48198198198198;1,52096176630205
1093;121;1623;1;13;2;5;4;1;1;1;1;1;12;6;12;9;12;6;3;3;1;185,435510238416;2;7,24404761904762;1,32142857142857;5,48198198198198;-,721910696332156
1093;121;1624;1;13;2;10;4;1;1;1;1;1;12;7;12;9;12;7;3;3;1;206,270595966852;2;7,24404761904762;1,32142857142857;5,48198198198198;,267077260690442
